bedrooms,bathrooms,sqft,lot_size,year_built,has_pool,garage_spaces,market,neighborhood,price
4,2.0,1588,17120,1959,False,2,"Ames, IA",ClearCr,134432.0
2,1.0,752,7175,1984,False,1,"Ames, IA",SawyerW,125000.0
3,1.0,1319,10634,1953,False,1,"Ames, IA",NAmes,123000.0
4,2.5,1928,8200,2003,False,2,"Ames, IA",CollgCr,219500.0
1,0.5,904,10020,1922,False,0,"Ames, IA",Edwards,61000.0
2,1.0,914,8846,1996,False,2,"Ames, IA",CollgCr,148000.0
4,3.0,2466,11143,2004,False,2,"Ames, IA",Somerst,340000.0
1,1.5,1856,11394,2010,False,3,"Ames, IA",StoneBr,394432.0
3,2.5,1800,8123,2000,False,2,"Ames, IA",Gilbert,179000.0
3,2.0,1691,5000,1924,False,1,"Ames, IA",SWISU,127000.0
2,2.0,1301,7200,2006,False,2,"Ames, IA",Somerst,187750.0
3,2.5,1797,9245,2006,False,2,"Ames, IA",CollgCr,213500.0
2,1.0,784,9000,1928,False,2,"Ames, IA",SawyerW,76000.0
3,2.5,1953,53107,1992,False,2,"Ames, IA",ClearCr,240000.0
2,2.0,1269,3182,2004,False,2,"Ames, IA",Blmngtn,192000.0
5,1.0,1184,8410,1910,False,0,"Ames, IA",Edwards,81000.0
3,1.0,1125,7200,1976,False,1,"Ames, IA",Edwards,125000.0
3,2.0,1479,9382,1999,False,2,"Ames, IA",CollgCr,191000.0
3,2.5,2332,12474,2007,False,3,"Ames, IA",NridgHt,426000.0
4,1.0,1367,8405,1900,False,1,"Ames, IA",Edwards,119000.0
3,2.5,1961,12209,2001,False,2,"Ames, IA",Mitchel,215000.0
3,1.0,882,8339,1959,False,1,"Ames, IA",NAmes,106500.0
2,1.0,788,7446,1941,False,0,"Ames, IA",BrkSide,100000.0
2,1.0,1034,10134,1940,False,1,"Ames, IA",OldTown,109000.0
3,1.0,1144,9571,1956,False,1,"Ames, IA",Edwards,129000.0
2,1.0,894,7200,1972,False,2,"Ames, IA",CollgCr,123000.0
4,2.0,1812,7590,1962,False,1,"Ames, IA",NAmes,169500.0
2,1.0,1077,8967,1920,False,1,"Ames, IA",IDOTRR,67000.0
2,2.0,1550,8125,2006,False,2,"Ames, IA",Somerst,241000.0
1,1.5,1288,14963,1996,False,2,"Ames, IA",Veenker,245500.0
3,2.0,1310,8767,2005,False,2,"Ames, IA",CollgCr,164990.0
2,1.0,672,10200,1940,False,1,"Ames, IA",Sawyer,108000.0
4,2.5,2263,12090,1998,False,2,"Ames, IA",NoRidge,258000.0
3,2.5,1572,10364,1995,False,2,"Ames, IA",Gilbert,168000.0
3,2.0,1620,9991,1976,False,2,"Ames, IA",Sawyer,150000.0
3,1.0,1639,10480,1936,False,1,"Ames, IA",SWISU,115000.0
4,2.0,1680,15576,1915,False,1,"Ames, IA",Crawfor,177000.0
3,2.5,2172,14154,2006,False,3,"Ames, IA",NridgHt,280000.0
3,2.5,2078,10800,2007,False,3,"Ames, IA",Somerst,339750.0
3,1.0,1276,9571,1958,False,1,"Ames, IA",Edwards,60000.0
3,1.0,1056,34650,1955,False,2,"Ames, IA",Gilbert,145000.0
2,2.5,1478,4403,2009,False,2,"Ames, IA",Somerst,222000.0
2,1.0,1028,8960,1927,False,2,"Ames, IA",OldTown,115000.0
3,2.5,2097,11228,1993,False,3,"Ames, IA",SawyerW,228000.0
3,2.0,1340,8899,2007,False,2,"Ames, IA",Gilbert,181134.0
3,1.5,1400,7844,1978,False,2,"Ames, IA",Sawyer,149500.0
4,2.5,2624,22420,1918,False,3,"Ames, IA",Crawfor,239000.0
3,1.5,1134,8160,1940,False,1,"Ames, IA",Edwards,126000.0
3,1.0,1056,8450,1968,False,1,"Ames, IA",NAmes,142000.0
2,2.0,1344,7060,1997,False,4,"Ames, IA",Mitchel,206300.0
3,2.0,1602,16635,1977,False,2,"Ames, IA",NWAmes,215000.0
2,1.0,988,21750,1954,False,2,"Ames, IA",Mitchel,113000.0
4,2.5,2630,9200,1998,False,3,"Ames, IA",NoRidge,315000.0
2,1.0,1196,9000,1956,False,1,"Ames, IA",NAmes,139000.0
3,1.5,1389,3378,1946,False,1,"Ames, IA",OldTown,135000.0
2,2.0,1644,12800,1989,False,2,"Ames, IA",SawyerW,275000.0
3,1.0,907,8593,1957,False,1,"Ames, IA",NAmes,109008.0
2,2.0,1208,6762,2007,False,2,"Ames, IA",CollgCr,195400.0
3,2.0,1412,11457,1988,False,2,"Ames, IA",Timber,175000.0
2,1.5,987,1680,1971,False,1,"Ames, IA",BrDale,85400.0
4,1.0,1198,5586,1920,False,0,"Ames, IA",OldTown,79900.0
2,1.5,1365,1920,1971,False,2,"Ames, IA",BrDale,122500.0
3,2.5,1604,10839,1997,False,2,"Ames, IA",Gilbert,181000.0
1,1.0,630,1890,1972,False,0,"Ames, IA",MeadowV,81000.0
3,2.5,1661,10667,1996,False,2,"Ames, IA",CollgCr,212000.0
2,1.0,1118,4400,1920,False,2,"Ames, IA",OldTown,116000.0
2,1.0,904,6000,1926,False,1,"Ames, IA",BrkSide,119000.0
2,1.0,694,4280,1913,False,1,"Ames, IA",Crawfor,90350.0
3,1.0,1196,12354,1920,False,2,"Ames, IA",Edwards,110000.0
2,2.0,2402,15431,2008,False,3,"Ames, IA",NridgHt,555000.0
4,2.0,1440,12108,1955,False,0,"Ames, IA",Edwards,118000.0
3,2.0,1573,6240,1930,False,2,"Ames, IA",BrkSide,162900.0
2,2.0,1258,3922,2006,False,3,"Ames, IA",Blmngtn,172500.0
4,2.5,1908,8750,1994,False,2,"Ames, IA",CollgCr,210000.0
3,1.0,1689,9855,1956,False,2,"Ames, IA",Edwards,127500.0
2,2.5,1888,16492,1966,False,2,"Ames, IA",NAmes,190000.0
4,2.5,1886,11214,1998,False,2,"Ames, IA",Gilbert,199900.0
3,2.0,1376,8600,1937,False,1,"Ames, IA",IDOTRR,119500.0
2,1.5,1183,6000,1948,False,1,"Ames, IA",OldTown,120000.0
2,1.0,813,5684,1930,False,1,"Ames, IA",OldTown,110000.0
2,2.0,1533,70761,1975,False,2,"Ames, IA",ClearCr,280000.0
3,2.5,1756,9303,1996,False,2,"Ames, IA",Timber,204000.0
3,2.5,1590,9000,2008,False,2,"Ames, IA",Somerst,210000.0
4,2.0,1728,9297,1976,False,2,"Ames, IA",Mitchel,188000.0
3,1.5,1242,9600,1973,False,2,"Ames, IA",NWAmes,175500.0
4,1.0,1344,4571,1916,False,3,"Ames, IA",OldTown,98000.0
2,1.0,1663,53227,1954,False,2,"Ames, IA",ClearCr,256000.0
3,1.0,1666,5100,1925,False,1,"Ames, IA",OldTown,161000.0
3,1.0,1203,7015,1950,False,1,"Ames, IA",BrkSide,110000.0
3,2.5,1935,8004,2009,False,2,"Ames, IA",Somerst,263435.0
3,1.0,1135,7200,1936,False,2,"Ames, IA",SWISU,155000.0
3,1.0,864,8281,1965,False,1,"Ames, IA",Sawyer,62383.0
3,1.5,1660,11988,1934,False,1,"Ames, IA",Crawfor,188700.0
3,2.0,1040,8430,1978,False,0,"Ames, IA",CollgCr,124000.0
2,2.0,1414,3072,2004,False,2,"Ames, IA",Blmngtn,178740.0
2,1.0,1277,10628,1970,False,2,"Ames, IA",NAmes,167000.0
3,1.5,1644,9480,1942,False,1,"Ames, IA",NAmes,146500.0
3,2.0,1634,11428,2006,False,3,"Ames, IA",NridgHt,250000.0
3,2.5,1710,9291,1993,False,2,"Ames, IA",SawyerW,187000.0
1,1.5,1502,6820,1985,False,2,"Ames, IA",StoneBr,212000.0
3,2.5,1969,11952,1977,False,2,"Ames, IA",NWAmes,190000.0
2,1.0,1072,3675,2005,False,2,"Ames, IA",Edwards,148000.0
2,2.0,1976,14977,2006,False,3,"Ames, IA",NridgHt,440000.0
2,2.0,1652,5330,2000,False,2,"Ames, IA",StoneBr,251000.0
2,1.0,970,8480,1963,False,2,"Ames, IA",Sawyer,132500.0
3,2.0,1493,13125,1997,False,2,"Ames, IA",CollgCr,208900.0
3,2.5,2643,13693,2006,False,3,"Ames, IA",NridgHt,380000.0
3,2.0,1718,10637,2007,False,3,"Ames, IA",CollgCr,297000.0
2,1.0,1131,5925,1937,False,2,"Ames, IA",OldTown,89471.0
3,2.0,1850,16033,2004,False,3,"Ames, IA",NridgHt,326000.0
2,2.0,1792,11846,2003,False,3,"Ames, IA",NridgHt,374000.0
4,1.5,1826,2500,1915,False,1,"Ames, IA",OldTown,155000.0
2,2.0,1216,4500,1998,False,2,"Ames, IA",Mitchel,164000.0
3,1.0,999,7758,1962,False,1,"Ames, IA",Sawyer,132500.0
3,1.0,1113,9600,1950,False,1,"Ames, IA",NAmes,147000.0
3,1.5,1073,10289,1965,False,2,"Ames, IA",NAmes,156000.0
3,2.0,1484,12243,1971,False,2,"Ames, IA",NWAmes,175000.0
3,2.0,2414,10800,1900,False,2,"Ames, IA",OldTown,160000.0
1,1.0,630,1526,1970,False,1,"Ames, IA",MeadowV,86000.0
3,1.5,1304,2665,1976,False,1,"Ames, IA",MeadowV,115000.0
3,1.0,1578,9490,1941,False,1,"Ames, IA",NAmes,133000.0
3,2.5,1456,15578,2006,False,2,"Ames, IA",Gilbert,172785.0
3,1.5,1269,7931,1960,False,1,"Ames, IA",NAmes,155000.0
2,1.0,886,5784,1938,False,1,"Ames, IA",OldTown,91300.0
2,1.0,720,7879,1920,False,0,"Ames, IA",IDOTRR,34900.0
4,3.0,3228,12692,1992,False,2,"Ames, IA",NoRidge,430000.0
4,2.0,1820,9120,1925,False,1,"Ames, IA",BrkSide,184000.0
3,1.0,899,7800,1967,False,1,"Ames, IA",Sawyer,130000.0
2,1.0,912,7535,1958,False,1,"Ames, IA",NAmes,120000.0
3,1.5,1218,1890,1973,False,1,"Ames, IA",BrDale,113000.0
3,2.5,1768,9803,2005,False,2,"Ames, IA",Somerst,226700.0
2,1.0,1214,9170,1965,False,2,"Ames, IA",Edwards,140000.0
1,2.0,1801,15602,1959,False,2,"Ames, IA",Crawfor,289000.0
3,2.5,1322,2308,1974,False,2,"Ames, IA",NPkVill,147000.0
4,2.0,1960,7596,1952,False,2,"Ames, IA",OldTown,124500.0
3,2.5,1911,9554,1993,False,2,"Ames, IA",SawyerW,215000.0
2,2.0,1218,7862,2009,False,2,"Ames, IA",Somerst,208300.0
3,2.0,1378,9600,1928,False,2,"Ames, IA",OldTown,161000.0
3,1.0,1041,9600,1959,False,1,"Ames, IA",NAmes,124500.0
2,1.0,1363,14559,1951,False,1,"Ames, IA",NAmes,164900.0
2,2.0,1368,6792,2005,False,2,"Ames, IA",NridgHt,202665.0
3,1.0,864,9100,1958,False,2,"Ames, IA",NAmes,129900.0
3,1.5,1080,9187,1983,False,2,"Ames, IA",Mitchel,134000.0
2,1.0,789,10594,1926,False,1,"Ames, IA",Crawfor,96500.0
3,2.5,2020,12220,2009,False,3,"Ames, IA",NridgHt,402861.0
3,2.5,2119,10448,1972,False,2,"Ames, IA",NWAmes,158000.0
3,2.5,2344,10208,1996,False,3,"Ames, IA",NoRidge,265000.0
3,2.5,1796,9531,1998,False,2,"Ames, IA",CollgCr,211000.0
3,1.5,2080,10918,1926,False,1,"Ames, IA",Crawfor,234000.0
3,2.0,1294,10800,1900,False,0,"Ames, IA",OldTown,106250.0
3,1.5,1244,11988,1957,False,1,"Ames, IA",NAmes,150000.0
3,2.0,1664,5000,1947,False,2,"Ames, IA",BrkSide,159000.0
3,3.5,4676,40094,2007,False,3,"Ames, IA",Edwards,184750.0
3,2.5,2398,11787,1996,False,3,"Ames, IA",NoRidge,315750.0
3,2.0,1266,7500,2005,False,2,"Ames, IA",Somerst,176000.0
2,1.0,928,13300,1956,False,1,"Ames, IA",NAmes,132000.0
3,2.5,2713,14948,2008,False,3,"Ames, IA",NridgHt,446261.0
2,1.0,605,9098,1920,False,0,"Ames, IA",Edwards,86000.0
4,3.0,2515,32668,1957,False,2,"Ames, IA",Crawfor,200624.0
3,2.0,1509,10200,1988,False,2,"Ames, IA",Timber,175000.0
3,2.0,1362,6155,1920,False,2,"Ames, IA",BrkSide,128000.0
2,1.0,827,7200,1955,False,1,"Ames, IA",NAmes,107500.0
1,1.0,334,5000,1946,False,0,"Ames, IA",BrkSide,39300.0
3,2.5,1414,9056,2004,False,2,"Ames, IA",Gilbert,178000.0
3,1.0,1347,7000,1910,False,0,"Ames, IA",Edwards,107500.0
3,2.5,1724,8924,1998,False,2,"Ames, IA",CollgCr,188000.0
3,1.0,864,12735,1972,False,2,"Ames, IA",NAmes,111250.0
3,1.5,1159,11553,1968,False,1,"Ames, IA",Sawyer,158000.0
3,2.0,1601,11423,2001,False,2,"Ames, IA",CollgCr,272000.0
2,2.0,1838,14601,2006,False,3,"Ames, IA",Timber,315000.0
4,2.5,2285,11000,2000,False,3,"Ames, IA",NoRidge,248000.0
3,2.0,1680,10140,1998,False,2,"Ames, IA",NWAmes,213250.0
1,1.0,767,4058,1998,False,1,"Ames, IA",NAmes,133000.0
3,2.5,1496,17104,2006,False,2,"Ames, IA",Gilbert,179665.0
4,2.5,2183,13837,1988,False,3,"Ames, IA",NWAmes,229000.0
3,1.5,1635,8737,1923,False,2,"Ames, IA",BrkSide,210000.0
2,1.0,768,7244,1970,False,2,"Ames, IA",Mitchel,129500.0
2,1.0,825,8235,1955,False,2,"Ames, IA",OldTown,125000.0
4,2.5,2094,9375,2003,False,2,"Ames, IA",Somerst,263000.0
2,2.0,1069,4043,1977,False,2,"Ames, IA",NPkVill,140000.0
3,1.0,928,6000,1957,False,1,"Ames, IA",OldTown,112500.0
3,2.0,1717,11146,2006,False,3,"Ames, IA",NridgHt,255500.0
2,2.0,1126,8777,1949,False,2,"Ames, IA",Edwards,108000.0
3,2.5,2046,10625,2003,False,3,"Ames, IA",NridgHt,284000.0
2,1.0,1048,6380,1922,False,1,"Ames, IA",BrkSide,113000.0
2,1.0,1092,14850,1957,False,1,"Ames, IA",NAmes,141000.0
3,1.5,1336,11040,1920,False,1,"Ames, IA",IDOTRR,108000.0
3,2.5,1446,21872,1996,False,2,"Ames, IA",Gilbert,175000.0
2,2.0,1557,3196,2003,False,2,"Ames, IA",Blmngtn,234000.0
3,1.5,1392,11341,1957,False,2,"Ames, IA",Sawyer,121500.0
2,1.0,1389,10010,1974,False,2,"Ames, IA",Mitchel,170000.0
3,1.0,996,13907,1940,False,0,"Ames, IA",Edwards,108000.0
4,2.0,1674,21780,1918,False,2,"Ames, IA",Edwards,185000.0
4,2.5,2295,13346,1992,False,2,"Ames, IA",NoRidge,268000.0
4,1.5,1647,6858,1915,False,1,"Ames, IA",SWISU,128000.0
4,2.5,2504,11198,2005,False,3,"Ames, IA",StoneBr,325000.0
3,2.0,1535,10171,2004,False,2,"Ames, IA",NridgHt,214000.0
1,1.5,2132,12327,1983,False,2,"Ames, IA",SawyerW,316600.0
2,1.0,943,7032,1979,False,2,"Ames, IA",NAmes,135960.0
6,2.0,1728,13101,1965,False,2,"Ames, IA",NAmes,142600.0
2,1.0,864,7332,1959,False,1,"Ames, IA",NAmes,120000.0
3,2.5,1692,13159,2009,False,2,"Ames, IA",Timber,224500.0
3,2.5,1430,9967,2000,False,2,"Ames, IA",Gilbert,170000.0
3,1.0,1109,10500,1971,False,1,"Ames, IA",NAmes,139000.0
2,1.0,1216,8480,1947,False,1,"Ames, IA",NAmes,118500.0
3,2.0,1477,6292,1928,False,1,"Ames, IA",SWISU,145000.0
3,1.0,1320,11777,1966,False,2,"Ames, IA",Sawyer,164500.0
2,2.0,1392,3604,2007,False,2,"Ames, IA",Somerst,146000.0
4,2.0,1795,12150,1954,False,1,"Ames, IA",OldTown,131500.0
3,1.0,1429,14585,1960,False,2,"Ames, IA",NAmes,181900.0
3,2.5,2042,12704,2008,False,3,"Ames, IA",NridgHt,253293.0
3,1.0,816,11841,1990,False,0,"Ames, IA",Edwards,118500.0
3,3.5,2775,13500,1893,False,2,"Ames, IA",OldTown,325000.0
3,1.0,1573,6120,1935,False,1,"Ames, IA",BrkSide,133000.0
2,2.0,2028,11443,2005,False,3,"Ames, IA",Timber,369900.0
2,1.0,838,10267,1918,False,1,"Ames, IA",BrkSide,130000.0
2,1.0,860,8740,1982,False,2,"Ames, IA",Sawyer,137000.0
1,1.0,1473,25095,1968,False,1,"Ames, IA",ClearCr,143000.0
2,1.0,935,9100,1930,False,1,"Ames, IA",BrkSide,79500.0
3,2.5,1582,8320,2004,False,2,"Ames, IA",CollgCr,185900.0
3,2.5,2296,13478,2008,False,3,"Ames, IA",NridgHt,451950.0
2,1.0,816,6600,1982,False,2,"Ames, IA",Mitchel,138000.0
1,1.0,848,4435,2003,False,2,"Ames, IA",CollgCr,140000.0
3,1.0,924,7990,1975,False,1,"Ames, IA",CollgCr,110000.0
3,2.0,1826,11302,2005,False,3,"Ames, IA",StoneBr,319000.0
3,1.0,1368,3600,1910,False,1,"Ames, IA",OldTown,114504.0
2,1.0,1402,3922,2006,False,3,"Ames, IA",Blmngtn,194201.0
3,2.0,1647,12984,1977,False,2,"Ames, IA",Crawfor,217500.0
3,2.5,1556,1950,1980,False,2,"Ames, IA",Blueste,151000.0
3,2.5,1904,10927,2005,False,2,"Ames, IA",NridgHt,275000.0
3,1.5,1375,9000,1937,False,1,"Ames, IA",IDOTRR,141000.0
3,2.5,1915,10041,1992,False,2,"Ames, IA",SawyerW,220000.0
2,2.5,1200,3182,2004,False,2,"Ames, IA",Somerst,151000.0
3,2.0,1494,12803,2002,False,2,"Ames, IA",CollgCr,221000.0
3,2.5,1986,13600,1965,False,2,"Ames, IA",NAmes,205000.0
3,1.0,1040,12464,1996,False,2,"Ames, IA",CollgCr,152000.0
3,3.0,2008,7800,1948,False,1,"Ames, IA",Edwards,225000.0
4,2.5,3194,12168,1934,False,2,"Ames, IA",Crawfor,359100.0
3,1.0,1029,7943,1961,False,1,"Ames, IA",Sawyer,118500.0
3,2.5,2153,11050,2000,False,3,"Ames, IA",CollgCr,313000.0
3,2.0,1032,10395,1978,False,2,"Ames, IA",NWAmes,148000.0
3,2.5,1872,11885,2001,False,2,"Ames, IA",CollgCr,261500.0
3,1.0,1120,8402,2007,False,0,"Ames, IA",Mitchel,147000.0
1,1.0,630,1491,1972,False,0,"Ames, IA",MeadowV,75500.0
3,1.0,1054,8800,1963,False,2,"Ames, IA",NAmes,137500.0
3,2.5,1509,7861,2002,False,2,"Ames, IA",Gilbert,183200.0
2,1.0,832,7227,1954,False,2,"Ames, IA",NAmes,105500.0
3,2.0,1828,11694,2007,False,3,"Ames, IA",NridgHt,314813.0
4,2.5,2262,12244,2003,False,3,"Ames, IA",Timber,305000.0
2,1.0,864,8248,1914,False,0,"Ames, IA",Edwards,67000.0
4,2.5,2614,10800,1974,False,2,"Ames, IA",NWAmes,240000.0
3,1.0,980,7064,1977,False,2,"Ames, IA",Sawyer,135000.0
2,2.5,1512,2117,2000,False,2,"Ames, IA",Somerst,168500.0
4,2.0,1790,10400,1972,False,2,"Ames, IA",NWAmes,165150.0
3,1.5,1116,10000,1962,False,2,"Ames, IA",NAmes,160000.0
3,1.0,1422,12342,1960,False,1,"Ames, IA",NAmes,139900.0
3,1.0,1520,9600,1955,False,1,"Ames, IA",NAmes,153000.0
5,2.0,2080,11606,1969,False,2,"Ames, IA",NAmes,135000.0
3,1.5,1350,9020,1964,False,2,"Ames, IA",NAmes,168500.0
3,1.0,1750,9000,1880,False,1,"Ames, IA",OldTown,124000.0
2,2.0,1554,4590,2006,False,2,"Ames, IA",NridgHt,209500.0
3,2.0,1411,11900,1977,False,2,"Ames, IA",NWAmes,82500.0
3,1.0,1056,9250,1954,False,1,"Ames, IA",NAmes,139400.0
0,0.0,1056,6979,1980,False,2,"Ames, IA",OldTown,144000.0
8,2.0,3395,10896,1914,False,0,"Ames, IA",SWISU,200000.0
1,1.0,800,6120,1936,False,0,"Ames, IA",BrkSide,60000.0
3,2.0,1387,6000,1954,False,1,"Ames, IA",OldTown,93000.0
2,1.0,796,8777,1910,False,0,"Ames, IA",Edwards,85000.0
1,2.0,1567,3982,2006,False,3,"Ames, IA",Blmngtn,264561.0
1,1.5,1518,12677,2003,False,2,"Ames, IA",NridgHt,274000.0
3,2.5,1929,7050,2001,False,2,"Ames, IA",Somerst,226000.0
4,2.5,2704,13860,1972,False,2,"Ames, IA",NAmes,345000.0
4,2.5,1620,10793,1969,False,2,"Ames, IA",NWAmes,152000.0
2,2.5,1766,9187,2009,False,3,"Ames, IA",Somerst,370878.0
3,1.5,981,10530,1971,False,2,"Ames, IA",NAmes,143250.0
3,1.0,1048,7200,1950,False,2,"Ames, IA",NAmes,98300.0
3,1.0,1094,10452,1953,False,2,"Ames, IA",Edwards,155000.0
4,1.5,1839,7700,1966,False,2,"Ames, IA",NAmes,155000.0
1,1.0,630,1936,1970,False,0,"Ames, IA",MeadowV,84500.0
3,2.5,1665,8125,2007,False,2,"Ames, IA",Somerst,205950.0
4,1.0,1510,9084,1940,False,1,"Ames, IA",Edwards,108000.0
2,2.5,1716,8750,1996,False,2,"Ames, IA",CollgCr,191000.0
3,1.0,1469,10320,1906,False,1,"Ames, IA",IDOTRR,135000.0
2,2.5,2113,10437,1995,False,3,"Ames, IA",NoRidge,350000.0
3,1.5,1092,1680,1971,False,1,"Ames, IA",BrDale,88000.0
3,1.5,1053,10007,1959,False,1,"Ames, IA",NAmes,145500.0
3,1.5,1502,7200,1931,False,1,"Ames, IA",Crawfor,149000.0
3,1.0,1458,17503,1948,False,1,"Ames, IA",NAmes,97500.0
3,1.0,1486,9937,1964,False,2,"Ames, IA",Edwards,167000.0
3,2.5,1935,12384,1976,False,2,"Ames, IA",NWAmes,197900.0
4,2.5,2448,46589,1994,False,3,"Ames, IA",NoRidge,402000.0
2,1.0,1392,13560,1968,False,2,"Ames, IA",NAmes,110000.0
3,2.0,1181,10012,1972,False,2,"Ames, IA",Edwards,137500.0
1,1.5,2097,20896,2005,False,3,"Ames, IA",Somerst,423000.0
3,2.5,1936,11194,2000,False,2,"Ames, IA",Gilbert,230500.0
3,2.5,2380,18450,1965,False,2,"Ames, IA",NAmes,129000.0
3,2.0,1679,8125,1994,False,2,"Ames, IA",SawyerW,193500.0
3,1.5,1437,14175,1956,False,2,"Ames, IA",Sawyer,168000.0
2,1.0,1180,11600,1922,False,1,"Ames, IA",Crawfor,137500.0
3,2.5,1476,8633,2005,False,2,"Ames, IA",CollgCr,173500.0
3,2.0,1369,6629,1925,False,1,"Ames, IA",Edwards,103600.0
3,1.5,1208,11250,1977,False,2,"Ames, IA",Veenker,165000.0
3,2.0,1839,14442,1957,False,2,"Ames, IA",Crawfor,257500.0
3,1.0,1136,9200,1965,False,1,"Ames, IA",NAmes,140000.0
3,2.5,1441,2289,1978,False,2,"Ames, IA",NPkVill,148500.0
4,2.0,1774,9600,1900,False,3,"Ames, IA",OldTown,87000.0
2,1.0,792,9022,1924,False,1,"Ames, IA",OldTown,109500.0
3,2.5,2046,11844,2008,False,3,"Ames, IA",StoneBr,372500.0
3,1.0,988,9945,1961,False,2,"Ames, IA",Sawyer,128500.0
2,2.0,923,8012,1980,False,1,"Ames, IA",SawyerW,143000.0
3,1.0,1520,4500,1932,False,1,"Ames, IA",SWISU,159434.0
2,1.0,1291,2887,1996,False,2,"Ames, IA",ClearCr,173000.0
3,2.0,1668,11248,2002,False,3,"Ames, IA",CollgCr,285000.0
4,2.5,1839,16770,1998,False,2,"Ames, IA",NoRidge,221000.0
3,2.0,2090,5062,1984,False,2,"Ames, IA",StoneBr,207500.0
3,3.0,1761,10207,2007,False,2,"Ames, IA",Somerst,227875.0
2,2.5,1102,5105,2004,False,2,"Ames, IA",Somerst,148800.0
2,2.0,1419,8089,2007,False,2,"Ames, IA",StoneBr,392000.0
2,2.0,1362,7577,2005,False,2,"Ames, IA",NridgHt,194700.0
1,1.0,848,4426,2004,False,2,"Ames, IA",CollgCr,141000.0
4,3.5,4316,21535,1994,False,3,"Ames, IA",NoRidge,755000.0
4,2.5,2519,26178,1989,False,2,"Ames, IA",Timber,335000.0
2,1.0,1073,5400,1921,False,1,"Ames, IA",OldTown,108480.0
3,1.5,1539,6120,1936,False,2,"Ames, IA",BrkSide,141500.0
2,2.0,1137,13811,1987,False,2,"Ames, IA",Timber,176000.0
2,1.0,616,6000,1921,False,1,"Ames, IA",BrkSide,89000.0
2,1.0,1148,6420,1952,False,1,"Ames, IA",Edwards,123500.0
3,1.0,894,8450,1965,False,1,"Ames, IA",Sawyer,138500.0
2,2.0,1391,4282,2004,False,2,"Ames, IA",Somerst,196000.0
3,2.0,1800,14331,2002,False,3,"Ames, IA",Timber,312500.0
3,1.5,1164,9600,1969,False,2,"Ames, IA",NWAmes,140000.0
4,2.5,2576,12438,2006,False,3,"Ames, IA",StoneBr,361919.0
4,2.0,1812,7630,1900,False,2,"Ames, IA",OldTown,140000.0
3,2.0,1484,8400,2004,False,2,"Ames, IA",CollgCr,213000.0
3,2.0,1092,5600,1930,False,0,"Ames, IA",IDOTRR,55000.0
2,2.0,1824,115149,1971,False,2,"Ames, IA",ClearCr,302000.0
2,2.0,1324,6240,2006,False,2,"Ames, IA",NridgHt,254000.0
3,2.5,1456,9018,2007,False,2,"Ames, IA",Gilbert,179540.0
3,1.0,904,7162,1966,False,1,"Ames, IA",Sawyer,109900.0
2,1.0,729,4130,1935,False,0,"Ames, IA",BrkSide,52000.0
2,1.0,1178,8712,1900,False,1,"Ames, IA",IDOTRR,102776.0
2,2.0,1228,4671,1988,False,2,"Ames, IA",StoneBr,189000.0
3,1.0,960,9873,1970,False,2,"Ames, IA",BrkSide,129000.0
3,2.5,1479,13517,1976,False,2,"Ames, IA",Sawyer,130500.0
3,2.0,1350,10140,1974,False,2,"Ames, IA",NWAmes,165000.0
3,1.5,2554,10800,1890,False,2,"Ames, IA",OldTown,159500.0
3,1.5,1178,10000,1973,False,2,"Ames, IA",NWAmes,157000.0
3,2.5,2418,10542,1993,False,3,"Ames, IA",NoRidge,341000.0
3,1.5,971,9920,1969,False,1,"Ames, IA",CollgCr,128500.0
2,2.0,1742,6563,1985,False,2,"Ames, IA",StoneBr,275000.0
1,1.0,848,4426,2004,False,2,"Ames, IA",CollgCr,143000.0
3,1.0,864,8120,1970,False,2,"Ames, IA",NAmes,124500.0
4,2.0,1470,8172,1954,False,1,"Ames, IA",Edwards,135000.0
3,2.0,1698,13286,2007,False,3,"Ames, IA",Edwards,320000.0
3,1.0,864,6960,1970,False,2,"Ames, IA",NAmes,120500.0
3,2.0,1680,21695,1988,False,2,"Ames, IA",Crawfor,222000.0
2,2.0,1232,7314,2007,False,2,"Ames, IA",CollgCr,194500.0
4,2.0,1776,11475,1958,False,3,"Ames, IA",NAmes,110000.0
2,1.0,1208,6240,1925,False,2,"Ames, IA",IDOTRR,103000.0
2,2.0,1616,5389,1995,False,2,"Ames, IA",StoneBr,236500.0
3,2.0,1146,9590,2003,False,2,"Ames, IA",Timber,187500.0
3,2.5,2031,11404,1998,False,2,"Ames, IA",CollgCr,222500.0
3,1.0,1144,10000,1961,False,1,"Ames, IA",Sawyer,131400.0
3,1.0,948,8978,1968,False,1,"Ames, IA",Sawyer,108000.0
2,1.5,1768,10800,1914,False,2,"Ames, IA",OldTown,163000.0
2,2.0,1040,8544,1950,False,2,"Ames, IA",NAmes,93500.0
3,2.5,1801,10463,2005,False,3,"Ames, IA",Gilbert,239900.0
3,3.0,1200,10800,1987,False,0,"Ames, IA",Edwards,179000.0
3,2.5,1728,9313,2004,False,2,"Ames, IA",CollgCr,190000.0
2,2.0,1432,9600,1910,False,2,"Ames, IA",OldTown,132000.0
3,1.0,912,6768,1961,False,1,"Ames, IA",Sawyer,142000.0
3,2.0,1349,8450,2000,False,2,"Ames, IA",SawyerW,179000.0
3,2.0,1464,12886,1963,False,2,"Ames, IA",Sawyer,175000.0
